Customer_ID,Age,Gender,Location,Browsing_History,Purchase_History,Customer_Segment,Avg_Order_Value,Holiday,Season,Unnamed: 10
C1033,31,M,Mumbai,"['Electronics', 'Beauty']","['Smartphone', 'Moisturizer']",New Visitor,1318.82,Yes,Summer,0.0
C1034,35,F,Delhi,"['Electronics', 'Books', 'Fashion']","['Laptop', 'Biography', 'T-shirt']",New Visitor,1035.54,No,Autumn,0.0
C1035,60,F,Bangalore,"['Home Decor', 'Electronics', 'Fitness']","['Cushions', 'Laptop', 'Resistance Bands']",New Visitor,3234.16,Yes,Spring,0.0
C1036,27,M,Bangalore,['Beauty'],['Foundation'],Occasional Shopper,2984.61,No,Summer,0.0
C1037,53,,Chennai,"['Home Decor', 'Fitness']","['Wall Art', 'Resistance Bands']",Frequent Buyer,2679.8,Yes,Winter,0.0
C1038,44,,Chennai,"['Electronics', 'Beauty', 'Fitness']","['Smartphone', 'Moisturizer', 'Treadmill']",Frequent Buyer,1782.62,Yes,Summer,0.0
C1039,27,F,Bangalore,"['Fitness', 'Fashion', 'Electronics']","['Treadmill', 'T-shirt', 'Smartwatch']",Frequent Buyer,1391.02,Yes,Autumn,0.0
C1040,56,M,Chennai,"['Electronics', 'Fashion']","['Laptop', 'Jeans']",Occasional Shopper,2186.39,Yes,Summer,0.0
C1041,30,,Mumbai,['Books'],['Biography'],Occasional Shopper,1902.01,No,Summer,0.0
C1042,54,,Bangalore,"['Fashion', 'Home Decor', 'Electronics']","['Shoes', 'Cushions', 'Smartwatch']",New Visitor,4912.05,No,Winter,0.0
C1043,57,F,Chennai,['Home Decor'],['Curtains'],New Visitor,3275.36,Yes,Autumn,0.0
C1044,54,,Kolkata,"['Fashion', 'Home Decor']","['Shoes', 'Wall Art']",Occasional Shopper,4436.31,No,Summer,0.0
C1045,27,M,Kolkata,"['Home Decor', 'Beauty', 'Fitness']","['Cushions', 'Moisturizer', 'Treadmill']",Occasional Shopper,1212.03,No,Autumn,0.0
C1046,19,,Chennai,['Electronics'],['Headphones'],New Visitor,831.1,Yes,Summer,0.0
C1047,20,F,Chennai,"['Home Decor', 'Fashion', 'Beauty']","['Cushions', 'Jeans', 'Moisturizer']",Frequent Buyer,2569.62,No,Winter,0.0
C1048,28,,Bangalore,['Fashion'],['Jeans'],Frequent Buyer,1553.49,Yes,Winter,0.0
C1049,38,,Mumbai,"['Electronics', 'Fashion']","['Headphones', 'Jacket']",New Visitor,1924.44,No,Winter,0.0
C1050,25,F,Chennai,['Fashion'],['T-shirt'],Occasional Shopper,2177.47,No,Spring,0.0
C1051,49,,Delhi,"['Books', 'Fitness', 'Home Decor']","['Fiction', 'Yoga Mat', 'Wall Art']",Occasional Shopper,3792.71,No,Winter,0.0
C1052,53,F,Kolkata,"['Home Decor', 'Fashion']","['Cushions', 'Jeans']",Frequent Buyer,2864.19,Yes,Autumn,0.0
C1053,50,M,Delhi,"['Fitness', 'Books', 'Home Decor']","['Resistance Bands', 'Non-fiction', 'Lamp']",New Visitor,3245.79,No,Summer,0.0
C1054,35,F,Mumbai,['Books'],['Non-fiction'],Frequent Buyer,3640.83,Yes,Summer,0.0
C1055,22,M,Mumbai,"['Home Decor', 'Fitness', 'Books']","['Wall Art', 'Dumbbells', 'Non-fiction']",Occasional Shopper,4220.77,Yes,Winter,0.0
C1056,22,M,Kolkata,['Fitness'],['Yoga Mat'],New Visitor,3257.57,Yes,Autumn,0.0
C1057,23,,Mumbai,['Books'],['Comics'],Occasional Shopper,4741.3,No,Spring,0.0
C1058,36,,Mumbai,['Beauty'],['Foundation'],New Visitor,2449.43,No,Winter,0.0
C1059,36,,Bangalore,"['Home Decor', 'Beauty']","['Curtains', 'Moisturizer']",Occasional Shopper,843.83,Yes,Summer,0.0
C1060,48,,Mumbai,"['Electronics', 'Beauty', 'Fashion']","['Smartwatch', 'Perfume', 'Jeans']",Occasional Shopper,2132.53,Yes,Spring,0.0
C1061,37,,Chennai,"['Fitness', 'Beauty', 'Books']","['Resistance Bands', 'Foundation', 'Comics']",Occasional Shopper,2390.81,Yes,Spring,0.0
C1062,55,M,Chennai,"['Fashion', 'Electronics']","['Jeans', 'Laptop']",Frequent Buyer,4719.04,No,Winter,0.0
C1063,38,M,Delhi,['Home Decor'],['Lamp'],Occasional Shopper,1379.44,Yes,Autumn,0.0
C1064,27,M,Delhi,"['Books', 'Home Decor', 'Fashion']","['Non-fiction', 'Curtains', 'Shoes']",New Visitor,1740.52,No,Spring,0.0
C1065,43,,Mumbai,"['Fashion', 'Beauty']","['Jacket', 'Foundation']",New Visitor,1261.25,No,Autumn,0.0
C1066,35,,Mumbai,['Books'],['Non-fiction'],Occasional Shopper,4934.59,No,Spring,0.0
C1067,30,,Bangalore,['Fashion'],['T-shirt'],Occasional Shopper,4339.52,Yes,Autumn,0.0
C1068,21,M,Chennai,"['Beauty', 'Home Decor']","['Lipstick', 'Wall Art']",Occasional Shopper,1571.62,No,Spring,0.0
C1069,29,F,Kolkata,"['Beauty', 'Fitness']","['Lipstick', 'Treadmill']",Occasional Shopper,4430.92,Yes,Summer,0.0
C1070,55,F,Kolkata,"['Fitness', 'Fashion']","['Resistance Bands', 'T-shirt']",Occasional Shopper,2583.54,No,Summer,0.0
C1071,50,,Kolkata,"['Electronics', 'Beauty']","['Smartwatch', 'Perfume']",Occasional Shopper,4057.64,Yes,Summer,0.0
C1072,29,M,Kolkata,['Books'],['Fiction'],New Visitor,2985.73,No,Winter,0.0
C1073,48,F,Kolkata,"['Home Decor', 'Fitness']","['Wall Art', 'Dumbbells']",Frequent Buyer,972.96,No,Summer,0.0
C1074,21,M,Mumbai,"['Books', 'Home Decor', 'Beauty']","['Biography', 'Wall Art', 'Lipstick']",New Visitor,3338.02,Yes,Winter,0.0
C1075,49,F,Kolkata,['Books'],['Non-fiction'],Occasional Shopper,3612.41,Yes,Autumn,0.0
C1076,35,F,Chennai,"['Electronics', 'Home Decor', 'Beauty']","['Laptop', 'Cushions', 'Lipstick']",New Visitor,2660.1,No,Spring,0.0
C1077,40,F,Bangalore,['Fitness'],['Resistance Bands'],Frequent Buyer,878.6,Yes,Autumn,0.0
C1078,60,,Mumbai,"['Fitness', 'Home Decor']","['Dumbbells', 'Cushions']",New Visitor,914.2,Yes,Winter,0.0
C1079,39,M,Mumbai,['Fitness'],['Yoga Mat'],Frequent Buyer,1778.57,No,Winter,0.0
C1080,28,F,Mumbai,"['Fashion', 'Books']","['T-shirt', 'Fiction']",New Visitor,4708.2,No,Spring,0.0
C1081,37,,Kolkata,"['Books', 'Home Decor']","['Comics', 'Curtains']",Occasional Shopper,903.16,No,Winter,0.0
C1082,57,M,Bangalore,"['Electronics', 'Fashion', 'Books']","['Laptop', 'T-shirt', 'Biography']",New Visitor,2844.61,Yes,Autumn,0.0
C1083,38,F,Bangalore,"['Books', 'Beauty']","['Non-fiction', 'Perfume']",New Visitor,4462.32,Yes,Autumn,0.0
C1084,51,M,Chennai,"['Fitness', 'Beauty', 'Home Decor']","['Resistance Bands', 'Lipstick', 'Wall Art']",New Visitor,3781.14,Yes,Spring,0.0
C1085,47,,Delhi,['Home Decor'],['Curtains'],Occasional Shopper,4834.07,No,Summer,0.0
C1086,52,,Chennai,"['Electronics', 'Home Decor']","['Laptop', 'Curtains']",New Visitor,865.55,No,Summer,0.0
C1087,50,F,Bangalore,['Fitness'],['Treadmill'],Occasional Shopper,637.09,No,Winter,0.0
C1088,49,,Delhi,"['Electronics', 'Beauty']","['Smartphone', 'Moisturizer']",New Visitor,2745.8,Yes,Summer,0.0
C1089,25,,Kolkata,['Fitness'],['Dumbbells'],Occasional Shopper,2536.47,No,Autumn,0.0
C1090,38,F,Kolkata,['Fitness'],['Treadmill'],Occasional Shopper,1691.33,Yes,Summer,0.0
C1091,54,M,Delhi,"['Home Decor', 'Books']","['Cushions', 'Biography']",New Visitor,1720.0,No,Winter,0.0
C1092,37,F,Mumbai,['Beauty'],['Moisturizer'],New Visitor,2432.5,No,Winter,0.0
C1093,34,M,Kolkata,"['Fitness', 'Beauty']","['Dumbbells', 'Foundation']",Occasional Shopper,3672.78,No,Winter,0.0
C1094,40,M,Mumbai,"['Home Decor', 'Fashion']","['Cushions', 'Jacket']",Frequent Buyer,2600.54,No,Winter,0.0
C1095,33,,Kolkata,"['Home Decor', 'Electronics', 'Beauty']","['Cushions', 'Smartphone', 'Lipstick']",New Visitor,1892.74,No,Summer,0.0
C1096,36,,Mumbai,"['Fitness', 'Home Decor', 'Books']","['Treadmill', 'Cushions', 'Fiction']",Occasional Shopper,4601.7,Yes,Summer,0.0
C1097,23,,Bangalore,['Electronics'],['Smartwatch'],Frequent Buyer,1198.51,No,Autumn,0.0
C1098,57,F,Bangalore,['Fitness'],['Treadmill'],New Visitor,3728.63,Yes,Spring,0.0
C1099,46,,Bangalore,['Books'],['Fiction'],Frequent Buyer,3188.38,No,Summer,0.0
C1100,48,,Delhi,"['Fashion', 'Home Decor', 'Electronics']","['T-shirt', 'Cushions', 'Headphones']",New Visitor,4480.95,No,Summer,0.0
C1101,24,,Bangalore,['Home Decor'],['Lamp'],New Visitor,2928.39,Yes,Winter,0.0
C1102,27,,Bangalore,"['Fashion', 'Electronics']","['Jeans', 'Laptop']",Frequent Buyer,3267.28,Yes,Spring,0.0
C1103,24,F,Mumbai,['Electronics'],['Headphones'],New Visitor,4875.97,Yes,Summer,0.0
C1104,44,,Mumbai,['Books'],['Fiction'],New Visitor,3358.95,Yes,Spring,0.0
C1105,37,F,Kolkata,['Beauty'],['Moisturizer'],Occasional Shopper,675.7,No,Spring,0.0
C1106,18,M,Mumbai,"['Beauty', 'Fitness', 'Books']","['Moisturizer', 'Treadmill', 'Fiction']",Frequent Buyer,1033.88,Yes,Spring,0.0
C1107,22,,Mumbai,['Books'],['Comics'],New Visitor,3210.29,Yes,Summer,0.0
C1108,28,F,Kolkata,"['Beauty', 'Electronics', 'Home Decor']","['Moisturizer', 'Smartphone', 'Cushions']",New Visitor,4280.95,Yes,Autumn,0.0
C1109,39,,Delhi,['Fashion'],['Jacket'],New Visitor,707.86,Yes,Winter,0.0
C1110,30,,Mumbai,['Home Decor'],['Wall Art'],New Visitor,3680.83,Yes,Winter,0.0
C1111,51,M,Delhi,['Electronics'],['Smartphone'],New Visitor,2664.89,No,Summer,0.0
C1112,41,,Bangalore,['Beauty'],['Foundation'],New Visitor,1538.86,Yes,Spring,0.0
C1113,46,F,Kolkata,"['Electronics', 'Beauty']","['Headphones', 'Foundation']",Occasional Shopper,689.17,Yes,Winter,0.0
C1114,55,,Bangalore,"['Electronics', 'Fitness', 'Beauty']","['Smartwatch', 'Yoga Mat', 'Lipstick']",Occasional Shopper,2889.01,Yes,Summer,0.0
C1115,50,F,Chennai,"['Beauty', 'Fashion', 'Home Decor']","['Foundation', 'Jacket', 'Wall Art']",New Visitor,4846.36,No,Winter,0.0
C1116,52,,Kolkata,['Electronics'],['Smartwatch'],Occasional Shopper,4115.35,No,Autumn,0.0
C1117,58,,Kolkata,"['Electronics', 'Fashion']","['Headphones', 'Jacket']",Frequent Buyer,3162.35,No,Summer,0.0
C1118,44,M,Chennai,"['Fashion', 'Books', 'Beauty']","['T-shirt', 'Non-fiction', 'Lipstick']",New Visitor,2288.04,No,Summer,0.0
C1119,44,F,Kolkata,"['Books', 'Beauty', 'Home Decor']","['Non-fiction', 'Moisturizer', 'Curtains']",New Visitor,3693.36,No,Summer,0.0
C1120,53,M,Delhi,"['Electronics', 'Fitness']","['Laptop', 'Resistance Bands']",Frequent Buyer,4087.59,Yes,Autumn,0.0
C1121,45,,Mumbai,"['Electronics', 'Fashion', 'Home Decor']","['Smartphone', 'Shoes', 'Curtains']",Frequent Buyer,1619.37,No,Spring,0.0
C1122,39,M,Bangalore,['Home Decor'],['Lamp'],Occasional Shopper,4095.29,No,Summer,0.0
C1123,23,M,Bangalore,"['Books', 'Electronics', 'Home Decor']","['Comics', 'Smartphone', 'Curtains']",New Visitor,854.07,No,Winter,0.0
C1124,21,F,Delhi,['Books'],['Fiction'],Frequent Buyer,811.15,No,Winter,0.0
C1125,31,F,Bangalore,"['Books', 'Home Decor']","['Comics', 'Cushions']",Occasional Shopper,1277.83,Yes,Summer,0.0
C1126,45,M,Delhi,"['Books', 'Fitness', 'Fashion']","['Biography', 'Dumbbells', 'T-shirt']",Occasional Shopper,3129.06,No,Winter,0.0
C1127,23,F,Delhi,"['Books', 'Beauty']","['Comics', 'Foundation']",New Visitor,2704.95,No,Summer,0.0
C1128,22,,Mumbai,"['Fashion', 'Beauty', 'Electronics']","['Jacket', 'Moisturizer', 'Smartwatch']",New Visitor,821.95,No,Autumn,0.0
C1129,21,F,Mumbai,['Fitness'],['Resistance Bands'],Frequent Buyer,4417.75,Yes,Autumn,0.0
C1130,31,F,Delhi,['Beauty'],['Moisturizer'],New Visitor,1728.21,No,Winter,0.0
C1131,53,M,Bangalore,['Books'],['Biography'],New Visitor,2347.31,No,Spring,0.0
C1132,57,F,Kolkata,"['Beauty', 'Electronics', 'Fitness']","['Lipstick', 'Headphones', 'Yoga Mat']",New Visitor,3380.34,No,Spring,0.0
C1133,29,,Delhi,['Home Decor'],['Curtains'],Frequent Buyer,1020.17,Yes,Winter,0.0
C1134,52,M,Kolkata,"['Beauty', 'Electronics']","['Moisturizer', 'Smartphone']",Occasional Shopper,4454.79,No,Summer,0.0
C1135,19,,Mumbai,['Home Decor'],['Curtains'],Frequent Buyer,3528.76,No,Summer,0.0
C1136,32,,Mumbai,"['Fashion', 'Electronics', 'Fitness']","['Jeans', 'Headphones', 'Resistance Bands']",New Visitor,4546.74,No,Summer,0.0
C1137,60,M,Chennai,"['Fashion', 'Books']","['T-shirt', 'Biography']",Occasional Shopper,4532.0,No,Spring,0.0
C1138,55,,Delhi,"['Books', 'Electronics']","['Biography', 'Headphones']",Occasional Shopper,4082.22,Yes,Spring,0.0
C1139,35,,Mumbai,['Fashion'],['T-shirt'],New Visitor,1874.77,No,Spring,0.0
C1140,55,M,Bangalore,"['Home Decor', 'Fitness', 'Electronics']","['Lamp', 'Resistance Bands', 'Laptop']",New Visitor,4744.3,Yes,Summer,0.0
C1141,39,,Chennai,"['Electronics', 'Home Decor', 'Books']","['Headphones', 'Cushions', 'Comics']",Occasional Shopper,4656.7,No,Summer,0.0
C1142,37,F,Chennai,"['Fashion', 'Fitness']","['Jacket', 'Yoga Mat']",Occasional Shopper,895.61,No,Autumn,0.0
C1143,49,M,Kolkata,"['Books', 'Fashion', 'Home Decor']","['Non-fiction', 'Jacket', 'Lamp']",Occasional Shopper,2195.99,Yes,Winter,0.0
C1144,40,M,Bangalore,['Fitness'],['Yoga Mat'],New Visitor,1409.14,No,Spring,0.0
C1145,36,F,Delhi,['Electronics'],['Smartphone'],New Visitor,4817.15,Yes,Summer,0.0
C1146,36,F,Chennai,"['Fashion', 'Electronics', 'Books']","['T-shirt', 'Smartwatch', 'Non-fiction']",Occasional Shopper,2311.17,Yes,Winter,0.0
C1147,18,,Mumbai,"['Beauty', 'Fashion', 'Fitness']","['Lipstick', 'T-shirt', 'Yoga Mat']",Frequent Buyer,1348.41,No,Spring,0.0
C1148,50,M,Bangalore,"['Beauty', 'Fashion', 'Home Decor']","['Moisturizer', 'Jeans', 'Cushions']",Occasional Shopper,1486.47,No,Summer,0.0
C1149,49,F,Delhi,"['Books', 'Fashion']","['Biography', 'Jacket']",New Visitor,513.63,No,Summer,0.0
C1150,56,,Delhi,"['Beauty', 'Home Decor']","['Lipstick', 'Lamp']",Occasional Shopper,1924.21,No,Winter,0.0
C1151,54,,Chennai,"['Electronics', 'Beauty', 'Fitness']","['Smartphone', 'Perfume', 'Resistance Bands']",New Visitor,1097.17,No,Winter,0.0
C1152,39,M,Mumbai,"['Books', 'Electronics', 'Home Decor']","['Comics', 'Smartwatch', 'Wall Art']",Frequent Buyer,873.0,Yes,Summer,0.0
C1153,43,M,Delhi,"['Fashion', 'Home Decor', 'Fitness']","['Shoes', 'Cushions', 'Treadmill']",New Visitor,1788.32,No,Spring,0.0
C1154,36,F,Bangalore,"['Fitness', 'Home Decor', 'Electronics']","['Dumbbells', 'Cushions', 'Smartphone']",New Visitor,2714.16,Yes,Winter,0.0
C1155,56,,Mumbai,"['Home Decor', 'Fashion', 'Electronics']","['Cushions', 'Jeans', 'Smartphone']",Occasional Shopper,1022.44,No,Winter,0.0
C1156,28,,Chennai,['Electronics'],['Laptop'],Occasional Shopper,2329.96,Yes,Autumn,0.0
C1157,36,,Bangalore,"['Electronics', 'Beauty']","['Laptop', 'Foundation']",Occasional Shopper,4999.31,Yes,Summer,0.0
C1158,56,F,Chennai,['Fashion'],['T-shirt'],New Visitor,731.8,Yes,Spring,0.0
C1159,44,,Mumbai,"['Beauty', 'Electronics', 'Books']","['Foundation', 'Smartphone', 'Fiction']",Frequent Buyer,1840.36,Yes,Winter,0.0
C1160,24,F,Delhi,"['Books', 'Fitness']","['Non-fiction', 'Treadmill']",Occasional Shopper,1329.86,Yes,Spring,0.0
C1161,19,M,Mumbai,['Fashion'],['Jacket'],New Visitor,4802.74,Yes,Autumn,0.0
C1162,50,F,Mumbai,"['Fashion', 'Electronics']","['T-shirt', 'Smartphone']",New Visitor,732.86,No,Summer,0.0
C1163,29,M,Mumbai,['Fashion'],['Jacket'],New Visitor,4306.68,Yes,Winter,0.0
C1164,27,,Delhi,['Electronics'],['Headphones'],Occasional Shopper,4092.64,No,Spring,0.0
C1165,42,F,Bangalore,['Home Decor'],['Cushions'],New Visitor,932.38,Yes,Spring,0.0
C1166,31,M,Kolkata,"['Books', 'Fitness', 'Electronics']","['Comics', 'Treadmill', 'Headphones']",Occasional Shopper,1933.74,No,Spring,0.0
C1167,22,M,Kolkata,"['Electronics', 'Beauty', 'Fitness']","['Smartphone', 'Perfume', 'Treadmill']",New Visitor,3967.92,No,Winter,0.0
C1168,58,,Mumbai,['Electronics'],['Smartphone'],Frequent Buyer,3729.07,No,Winter,0.0
C1169,43,F,Mumbai,"['Home Decor', 'Fitness']","['Wall Art', 'Yoga Mat']",New Visitor,1485.71,No,Spring,0.0
C1170,54,F,Bangalore,"['Fitness', 'Home Decor', 'Books']","['Dumbbells', 'Lamp', 'Fiction']",Occasional Shopper,1771.49,No,Winter,0.0
C1171,22,,Bangalore,"['Electronics', 'Books', 'Fashion']","['Smartwatch', 'Comics', 'T-shirt']",Occasional Shopper,3775.28,Yes,Spring,0.0
C1172,22,M,Delhi,['Fitness'],['Dumbbells'],Frequent Buyer,4392.68,Yes,Winter,0.0
C1173,19,,Mumbai,['Electronics'],['Smartphone'],Occasional Shopper,765.61,No,Spring,0.0
C1174,58,F,Chennai,"['Fitness', 'Books']","['Yoga Mat', 'Comics']",Occasional Shopper,4122.12,No,Spring,0.0
C1175,20,M,Kolkata,"['Fashion', 'Home Decor']","['Jacket', 'Wall Art']",Occasional Shopper,1297.55,Yes,Autumn,0.0
C1176,53,F,Kolkata,"['Books', 'Fashion', 'Fitness']","['Biography', 'Shoes', 'Dumbbells']",Frequent Buyer,1502.71,No,Summer,0.0
C1177,36,,Delhi,"['Home Decor', 'Beauty', 'Electronics']","['Wall Art', 'Foundation', 'Headphones']",Frequent Buyer,2101.66,Yes,Winter,0.0
C1178,30,,Kolkata,['Books'],['Biography'],Frequent Buyer,2477.44,No,Winter,0.0
C1179,50,F,Bangalore,"['Home Decor', 'Fitness', 'Books']","['Wall Art', 'Treadmill', 'Fiction']",Frequent Buyer,926.42,No,Spring,0.0
C1180,46,F,Kolkata,"['Books', 'Electronics', 'Fitness']","['Fiction', 'Headphones', 'Yoga Mat']",New Visitor,2049.9,Yes,Autumn,0.0
C1181,28,M,Chennai,['Home Decor'],['Wall Art'],New Visitor,3817.02,Yes,Spring,0.0
C1182,50,,Bangalore,['Electronics'],['Smartwatch'],Frequent Buyer,1431.02,Yes,Winter,0.0
C1183,33,,Kolkata,"['Fashion', 'Beauty']","['Jacket', 'Foundation']",New Visitor,3181.99,Yes,Autumn,0.0
C1184,25,M,Mumbai,"['Fitness', 'Home Decor']","['Dumbbells', 'Wall Art']",Occasional Shopper,2276.33,No,Summer,0.0
C1185,43,M,Kolkata,"['Books', 'Beauty', 'Home Decor']","['Biography', 'Lipstick', 'Wall Art']",New Visitor,4149.93,Yes,Spring,0.0
C1186,47,M,Kolkata,['Beauty'],['Perfume'],New Visitor,2881.3,Yes,Autumn,0.0
C1187,22,F,Chennai,"['Fitness', 'Fashion', 'Electronics']","['Dumbbells', 'T-shirt', 'Smartwatch']",Frequent Buyer,4537.95,No,Spring,0.0
C1188,43,M,Kolkata,"['Fitness', 'Books']","['Yoga Mat', 'Biography']",New Visitor,4636.1,No,Winter,0.0
C1189,40,F,Kolkata,"['Fashion', 'Beauty']","['Shoes', 'Moisturizer']",Occasional Shopper,4215.35,Yes,Spring,0.0
C1190,37,F,Delhi,"['Beauty', 'Fashion']","['Lipstick', 'Shoes']",New Visitor,1951.7,No,Winter,0.0
C1191,42,M,Delhi,"['Fitness', 'Books', 'Beauty']","['Resistance Bands', 'Non-fiction', 'Foundation']",Occasional Shopper,3794.89,No,Autumn,0.0
C1192,34,F,Kolkata,"['Home Decor', 'Electronics', 'Beauty']","['Cushions', 'Laptop', 'Lipstick']",New Visitor,2103.78,No,Summer,0.0
C1193,44,F,Bangalore,"['Fitness', 'Beauty', 'Books']","['Treadmill', 'Moisturizer', 'Comics']",New Visitor,1634.68,No,Spring,0.0
C1194,35,,Mumbai,"['Home Decor', 'Beauty']","['Wall Art', 'Perfume']",Frequent Buyer,1083.56,No,Autumn,0.0
C1195,59,,Kolkata,"['Fitness', 'Fashion', 'Home Decor']","['Resistance Bands', 'T-shirt', 'Cushions']",Occasional Shopper,2149.96,No,Autumn,0.0
C1196,18,M,Kolkata,"['Electronics', 'Fitness', 'Home Decor']","['Smartphone', 'Resistance Bands', 'Wall Art']",Occasional Shopper,1493.08,No,Summer,0.0
C1197,45,F,Bangalore,"['Electronics', 'Fashion', 'Fitness']","['Smartwatch', 'T-shirt', 'Resistance Bands']",Occasional Shopper,3949.62,Yes,Summer,0.0
C1198,50,M,Kolkata,['Fitness'],['Dumbbells'],Frequent Buyer,2054.58,Yes,Spring,0.0
C1199,30,F,Bangalore,['Fitness'],['Yoga Mat'],Occasional Shopper,1562.61,Yes,Winter,0.0
C1200,58,M,Bangalore,"['Home Decor', 'Books']","['Cushions', 'Biography']",Occasional Shopper,562.34,Yes,Summer,0.0
C1201,30,M,Bangalore,"['Fitness', 'Fashion', 'Home Decor']","['Yoga Mat', 'Jeans', 'Lamp']",Frequent Buyer,3649.46,Yes,Spring,0.0
C1202,54,M,Delhi,['Home Decor'],['Wall Art'],Occasional Shopper,2638.41,Yes,Spring,0.0
C1203,41,M,Delhi,['Books'],['Fiction'],Occasional Shopper,4106.24,No,Winter,0.0
C1204,55,F,Kolkata,['Beauty'],['Foundation'],Frequent Buyer,2908.87,No,Autumn,0.0
C1205,37,M,Mumbai,"['Home Decor', 'Fashion', 'Electronics']","['Wall Art', 'Jeans', 'Smartwatch']",New Visitor,3105.68,Yes,Autumn,0.0
C1206,40,,Bangalore,"['Electronics', 'Books']","['Headphones', 'Biography']",Occasional Shopper,1998.13,Yes,Winter,0.0
